web-scraper-order,web-scraper-start-url,title,air_date,rating,score,description,image-src
"1708596369-343","https://www.imdb.com/search/title/?title_type=tv_series","293. Boardwalk Empire","2010–2014","TV-MA","8.6 (202K)","An Atlantic City politician plays both sides of the law by conspiring with gangsters during the Prohibition era.","https://m.media-amazon.com/images/M/MV5BYTYxNzc5ZmYtODcyNi00ZWUwLWExNWUtY2Y0YTlhZDBlMGU1XkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_QL75_UY207_CR2,0,140,207_.jpg"
"1708596369-344","https://www.imdb.com/search/title/?title_type=tv_series","294. Line of Duty","2012–2021","TV-14","8.7 (69K)","Drama series following the investigations of AC-12, a controversial police anti-corruption unit.","https://m.media-amazon.com/images/M/MV5BMTExZDZjNTMtNDVmNy00ZTk2LWFiMzUtZDlkZGRlOGU0ZWRmXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_QL75_UY207_CR3,0,140,207_.jpg"
"1708596369-345","https://www.imdb.com/search/title/?title_type=tv_series","295. Bluey","2018–","TV-Y","9.4 (24K)","The slice-of-life adventures of an Australian Blue Heeler Cattle Dog puppy as she has fun with her family and friends in everyday situations.","https://m.media-amazon.com/images/M/MV5BMDBiNDI3YjQtNDdkNS00ZDliLTlmMmQtMDE4ZWM1ZGIyNjljXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-346","https://www.imdb.com/search/title/?title_type=tv_series","296. Deadwood","2004–2006","TV-MA","8.6 (117K)","A show set in the late 1800s, revolving around the characters of Deadwood, South Dakota; a town of deep corruption and crime.","https://m.media-amazon.com/images/M/MV5BMWE2MmU2MmEtNTVhMS00MTBhLWIyZjAtOGY2MGYxZGZlMDRhXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_QL75_UY207_CR3,0,140,207_.jpg"
"1708596369-347","https://www.imdb.com/search/title/?title_type=tv_series","297. Love, Death & Robots","2019–","TV-MA","8.4 (194K)","A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy.","https://m.media-amazon.com/images/M/MV5BYTNiYTNkNTAtYzE3ZS00ZDQ1LWEwZTYtZjI1NzYzMWJjY2U4XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-348","https://www.imdb.com/search/title/?title_type=tv_series","298. Elementary","2012–2019","TV-14","7.9 (118K)","A crime-solving duo that cracks the NYPD's most impossible cases. Following his fall from grace in London, eccentric Sherlock escapes to New York where his father forces him to live with his worst nightmare - a sober companion, Dr. Watson.","https://m.media-amazon.com/images/M/MV5BMDEyN2U1YTItNDY1Zi00YjljLWI5YzItNWU3YWViYjhiZTgxXkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-349","https://www.imdb.com/search/title/?title_type=tv_series","299. Cheers","1982–1993","TV-PG","8.0 (61K)","The regulars of the Boston bar ""Cheers"" share their experiences and lives with each other while drinking or working at the bar where everybody knows your name.","https://m.media-amazon.com/images/M/MV5BNzNmNWZkZmYtNzJiYS00MWMzLTkxY2YtOTU2ZTRlY2Y5NDVhXkEyXkFqcGdeQXVyMzUwNDIxMjQ@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-350","https://www.imdb.com/search/title/?title_type=tv_series","300. 3 Body Problem","2024–","TV-MA","","It will follow the story of humanity's first contact with an alien civilization, seeing humanity being vulnerable to the same external threat.","https://m.media-amazon.com/images/M/MV5BOGNkOWVlOTItODQ1NS00YTZmLTkwNDUtZTExZGZkOGQ4YTZmXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-351","https://www.imdb.com/search/title/?title_type=tv_series","301. Sapne Vs Everyone","2023–","","9.5 (57K)","Two obsessive dreamers collide with the resistance of expectations, morality and each other.","https://m.media-amazon.com/images/M/MV5BNmZmNTA5ZTgtNTgzOS00YWQ5LTgxZTItYTc1NzNjOWNmMDA5XkEyXkFqcGdeQXVyMTExMTIzMTA5._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-352","https://www.imdb.com/search/title/?title_type=tv_series","302. Fringe","2008–2013","TV-14","8.4 (256K)","An F.B.I. agent is forced to work with an institutionalized scientist and his son in order to rationalize a brewing storm of unexplained phenomena.","https://m.media-amazon.com/images/M/MV5BZTNkYjdkMWYtMzY5OS00MzAzLWEzNTctODlhNTgzOWFmMTc3XkEyXkFqcGdeQXVyNDQ0MTYzMDA@._V1_QL75_UY207_CR1,0,140,207_.jpg"
"1708596369-353","https://www.imdb.com/search/title/?title_type=tv_series","303. Star Wars: The Bad Batch","2021–2024","TV-PG","7.8 (49K)","The 'Bad Batch' of elite and experimental clones make their way through an ever-changing galaxy in the immediate aftermath of the Clone Wars.","https://m.media-amazon.com/images/M/MV5BZWU5Mjg5ZDctOWZmMi00ZjQ4LTkzYzYtY2FkY2E4YWIxMGNkXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-354","https://www.imdb.com/search/title/?title_type=tv_series","304. The Walking Dead: Daryl Dixon","2023–","TV-MA","7.6 (17K)","Daryl's journey across a broken but resilient France as he hopes to find a way back home.","https://m.media-amazon.com/images/M/MV5BYmU2MGMyNzQtMmQ1Mi00ZjQ0LThhNDYtN2I3N2M4NTgyMDc3XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-355","https://www.imdb.com/search/title/?title_type=tv_series","305. Law & Order: Organized Crime","2021–","TV-14","7.7 (9.6K)","Elliot Stabler returns to the NYPD to battle organized crime after a devastating personal loss.","https://m.media-amazon.com/images/M/MV5BYzJkMmNmYjktYThkZC00OTVhLTk5YzUtMWViNjhjNWVkZDIzXkEyXkFqcGdeQXVyMTUwMzM5ODkz._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-356","https://www.imdb.com/search/title/?title_type=tv_series","306. Poker Face","2023–","TV-MA","7.8 (46K)","Charlie has an extraordinary ability to determine when someone is lying. She hits the road with her Plymouth Barracuda and with every stop encounters a new cast of characters and strange crimes she can't help but investigate and solve.","https://m.media-amazon.com/images/M/MV5BNDMyNjAxYTQtMjAyNi00NGQ5LWE0YzUtMTEzNWQ5NjYyNmFjXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-357","https://www.imdb.com/search/title/?title_type=tv_series","307. Wild Cards","2024–","","6.8 (942)","A spirited con woman and a demoted by-the-book detective are given the chance to redeem themselves. The catch? They have to find a way to work together each using their unique skills to solve crimes.","https://m.media-amazon.com/images/M/MV5BMjNmZjljZDQtZWYyNS00MmYzLThiZDAtYzYxY2QwZDUxZmU0XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-358","https://www.imdb.com/search/title/?title_type=tv_series","308. Riverdale","2017–2023","TV-14","6.5 (154K)","While navigating the troubled waters of romance, school and family, Archie and his gang become entangled in dark Riverdale mysteries.","https://m.media-amazon.com/images/M/MV5BNDI0YmI3ZDAtMWI0OC00YWE2LTg5ZmUtNGJlMTViZDk1ZDgyXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-359","https://www.imdb.com/search/title/?title_type=tv_series","309. Killing Eve","2018–2022","TV-14","8.1 (132K)","After a series of events, the lives of a security operative and an assassin become inextricably linked.","https://m.media-amazon.com/images/M/MV5BZDJmODFjMzEtNTE4MS00OGViLTk4OGYtZjg3OGFhM2VlOTliXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-360","https://www.imdb.com/search/title/?title_type=tv_series","310. SpongeBob SquarePants","1999–","TV-Y7","8.2 (110K)","The misadventures of a talking sea sponge who works at a fast food restaurant, attends a boating school, and lives in an underwater pineapple.","https://m.media-amazon.com/images/M/MV5BNTk2NzEyNTQtZTQ5MS00MjAyLTgzMDMtNDNkYTBkM2M2OTU3XkEyXkFqcGdeQXVyODUwNjEzMzg@._V1_QL75_UY207_CR1,0,140,207_.jpg"
"1708596369-361","https://www.imdb.com/search/title/?title_type=tv_series","311. Constellation","2024–","","7.1 (551)","Jo returns to earth after a disaster in space and discovers that there are missing pieces in her life, so she sets out to expose the truth about the hidden secrets of space travel and recover what she has lost.","https://m.media-amazon.com/images/M/MV5BMDEzMjE3MTItMzYyNi00NTJmLWJiMjEtODgxYTcxZWJhNTAxXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-362","https://www.imdb.com/search/title/?title_type=tv_series","312. The Originals","2013–2018","TV-14","8.3 (146K)","A family of power-hungry thousand-year-old vampires look to take back the city that they built and dominate all those who have done them wrong.","https://m.media-amazon.com/images/M/MV5BNDllZjc2NjEtOGMwZS00ZmNkLTg2NDgtZjJkYjg0YjMxM2FmXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-363","https://www.imdb.com/search/title/?title_type=tv_series","313. Death's Game","2023–","","8.6 (8K)","Facing hardships and contemplating suicide after a series of setbacks, a man is confronted by Death and tasked with experiencing death over and over again through 13 other lives to earn the chance to live.","https://m.media-amazon.com/images/M/MV5BMWRhZmJkNzAtMzdiNC00ZDAzLWExOWUtYWQ2NzVlNmRhNDlhXkEyXkFqcGdeQXVyNjI4NDY5ODM@._V1_QL75_UY207_CR3,0,140,207_.jpg"
"1708596369-364","https://www.imdb.com/search/title/?title_type=tv_series","314. The Marvelous Mrs. Maisel","2017–2023","TV-MA","8.7 (141K)","After her husband leaves her, young mother of two Miriam ""Midge"" Maisel discovers that she has a talent for stand-up comedy. Could this be her calling?","https://m.media-amazon.com/images/M/MV5BOWFjODRhMDktMTE3My00ODQzLThmODctYmM2ZmU5YmY0ZGVkXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-365","https://www.imdb.com/search/title/?title_type=tv_series","315. Little House on the Prairie","1974–1983","TV-PG","7.5 (26K)","The life and adventures of the Ingalls family in the nineteenth century American Midwest.","https://m.media-amazon.com/images/M/MV5BMTg0NzQ4MDAtYmNlYi00OGExLWE3YjItNzEyOWI3MGE3NzRkXkEyXkFqcGdeQXVyMzU3MTc5OTE@._V1_QL75_UY207_CR1,0,140,207_.jpg"
"1708596369-366","https://www.imdb.com/search/title/?title_type=tv_series","316. Night Court","2023–","TV-PG","5.8 (4.5K)","Follows judge Abby Stone, as she presides over the night shift of a Manhattan arraignment court and tries to bring order to its crew.","https://m.media-amazon.com/images/M/MV5BMWQzZjViOWEtYjg3Zi00MGZmLTgyNmMtYTYxYzVlYTM0MGUyXkEyXkFqcGdeQXVyMTUwMzM5ODkz._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-367","https://www.imdb.com/search/title/?title_type=tv_series","317. 9-1-1: Lone Star","2020–","TV-14","7.3 (21K)","A New York firefighter relocates to Austin, Texas with his son, where he works to save people's lives while trying to solve his own personal problems.","https://m.media-amazon.com/images/M/MV5BZjNhNTI0ZTItNTJlMC00ZDI3LWEzNmYtYWFlODUwYjYxNGU3XkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_QL75_UY207_CR1,0,140,207_.jpg"
"1708596369-368","https://www.imdb.com/search/title/?title_type=tv_series","318. The Americans","2013–2018","TV-MA","8.4 (110K)","At the height of the Cold War, two Russian agents pose as the average American couple, complete with family.","https://m.media-amazon.com/images/M/MV5BMjIzNTEzMDY3OF5BMl5BanBnXkFtZTcwMzI5NDI5OA@@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-369","https://www.imdb.com/search/title/?title_type=tv_series","319. The Trades","2024–","","","The Trades is a single-cam sitcom about refinery employees that balance the conflicting personalities of a small town with the antics of a stressful workplace.","https://m.media-amazon.com/images/M/MV5BNmMwYjgxMTktMTQxMS00YTNiLTliOTEtNmJlYTViNGU3YWEzXkEyXkFqcGdeQXVyNjg1ODI4NDU@._V1_QL75_UY207_CR13,0,140,207_.jpg"
"1708596369-370","https://www.imdb.com/search/title/?title_type=tv_series","320. Allegiance","2024–","","6.1 (205)","A rookie agent working in Surrey, her hometown, who faces the limits of the judicial system as she battles to exonerate her politician father.","https://m.media-amazon.com/images/M/MV5BZmRjZTAyNzEtNzA0My00NTA3LWFjMTUtM2QzNmNkMzg1ZDgzXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UY207_CR3,0,140,207_.jpg"
"1708596369-371","https://www.imdb.com/search/title/?title_type=tv_series","321. Twisted Metal","2023–","TV-MA","7.4 (24K)","Follows a motor-mouthed outsider offered a chance at a better life, but only if he can successfully deliver a mysterious package across a post-apocalyptic wasteland.","https://m.media-amazon.com/images/M/MV5BMTFiNGVhNzEtNDNhZi00ZjQzLWEwOTgtYWI2N2FiMTZhNTE4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-372","https://www.imdb.com/search/title/?title_type=tv_series","322. House of Cards","2013–2018","TV-MA","8.6 (528K)","A Congressman works with his equally conniving wife to exact revenge on the people who betrayed him.","https://m.media-amazon.com/images/M/MV5BNmM4ODU1MzItODYyYi00Y2U0LWFjZjItYTRhZWIwOGMyZTRhXkEyXkFqcGdeQXVyNjc2NTQ4Nzk@._V1_QL75_UY207_CR5,0,140,207_.jpg"
"1708596369-373","https://www.imdb.com/search/title/?title_type=tv_series","323. After the Flood","2024–","","6.1 (1.4K)","Joanna finds an unidentified man dead in a lift in a underground car park after a devastating flood, police assumes that he became trapped as the waters rose, but she is obsessed with discovering what happened to him.","https://m.media-amazon.com/images/M/MV5BZWNmMTI5OWYtNWI2Ni00YWI5LWIyMjAtZDBjMmExNmMyZTMzXkEyXkFqcGdeQXVyMjAwMDY3OTE@._V1_QL75_UX140_CR0,11,140,207_.jpg"
"1708596369-374","https://www.imdb.com/search/title/?title_type=tv_series","324. Fleabag","2016–2019","TV-MA","8.7 (196K)","Series adapted from the award-winning play about a young woman trying to cope with life in London whilst coming to terms with a recent tragedy.","https://m.media-amazon.com/images/M/MV5BMjA4MzU5NzQxNV5BMl5BanBnXkFtZTgwOTg3MDA5NzM@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-375","https://www.imdb.com/search/title/?title_type=tv_series","325. Married... with Children","1987–1997","TV-PG","8.1 (110K)","Al is the quintessential working class dad. Peggy, his wife, always wants more from him. With their children, they go through the highs and lows of ordinary life.","https://m.media-amazon.com/images/M/MV5BMzk2OWYzNDUtNGE5NC00MDI0LTkyMDktY2RmZjE0NGNmMWE1XkEyXkFqcGdeQXVyMzU3MTc5OTE@._V1_QL75_UY207_CR1,0,140,207_.jpg"
"1708596369-376","https://www.imdb.com/search/title/?title_type=tv_series","326. Love Is Blind","2020–","TV-MA","6.2 (11K)","Singles who want to be loved for who they are, rather than what they look like, have signed up for a less-conventional approach to modern dating.","https://m.media-amazon.com/images/M/MV5BMWRkM2ZkMzAtN2RkNi00NDRjLTkzNGQtYjkxMWZkMWFjZDNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-377","https://www.imdb.com/search/title/?title_type=tv_series","327. Star Trek: Picard","2020–2023","TV-MA","7.5 (94K)","Follow-up series to Star Trek: The Next Generation (1987) and Star Trek: Nemesis (2002) that centers on Jean-Luc Picard in the next chapter of his life.","https://m.media-amazon.com/images/M/MV5BNTRlYjQ0ZDAtNjE3My00YjI2LWE1N2ItMmEwNjAyZDk3YTgwXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-378","https://www.imdb.com/search/title/?title_type=tv_series","328. Doc Martin","2004–2022","TV-14","8.4 (20K)","The trials and tribulations of Martin Ellingham, a brilliant but socially challenged doctor who moves from London to the picturesque village of Port Wenn in Cornwall.","https://m.media-amazon.com/images/M/MV5BY2Y3NWVjNTYtNGNmYS00MTY0LTk3NjQtMWM5ZmY1ZGU3YTdhXkEyXkFqcGdeQXVyNjcwMzExMzU@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-379","https://www.imdb.com/search/title/?title_type=tv_series","329. Virgin River","2019–","TV-14","7.4 (51K)","Seeking a fresh start, nurse practitioner Melinda Monroe moves from Los Angeles to a remote Northern California town and is surprised by what and who she finds.","https://m.media-amazon.com/images/M/MV5BNjcyMjE5NDAtZjRlMy00MjNhLWEwMGEtNWJlMmIwYWQ1MWZlXkEyXkFqcGdeQXVyMTUwMjg2Nzg0._V1_QL75_UY207_CR13,0,140,207_.jpg"
"1708596369-380","https://www.imdb.com/search/title/?title_type=tv_series","330. Beverly Hills, 90210","1990–2000","TV-PG","6.5 (37K)","A group of friends living in Beverly Hills, California make their way through life from their school days into adulthood.","https://m.media-amazon.com/images/M/MV5BMDlhODg2ZTMtMDJmZi00YWYzLTllOGYtNjhlODA1NDliNTc0XkEyXkFqcGdeQXVyMjczOTU2NTI@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-381","https://www.imdb.com/search/title/?title_type=tv_series","331. C.B. Strike","2017–","TV-MA","7.9 (24K)","War veteran turned private detective Cormoran Strike solves brutal murders with the help of his trusted partner Robin Ellacott.","https://m.media-amazon.com/images/M/MV5BOTA2MDUxMTgtY2RhMC00NWViLWIwMmEtYzYzYTc1YTM4NDVjXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-382","https://www.imdb.com/search/title/?title_type=tv_series","332. Batman: The Animated Series","1992–1995","TV-PG","9.0 (115K)","The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.","https://m.media-amazon.com/images/M/MV5BZmVkNDc3YjQtZDMzOS00MTNjLTljNzUtZDhjYWQxMmVlNjE5XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-383","https://www.imdb.com/search/title/?title_type=tv_series","333. Endeavour","2012–2023","TV-14","8.6 (33K)","Set from 1965 into the 1970s, the show follows Endeavour Morse in his early years as a police constable. Working alongside his senior partner DI Fred Thursday, Morse engages in a number of investigations around Oxford.","https://m.media-amazon.com/images/M/MV5BN2Q3ZTBmNjItOTM2Mi00ZjA4LWI5MTEtMTkzNDJmM2EwOWJkXkEyXkFqcGdeQXVyNDI3NjU1NzQ@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-384","https://www.imdb.com/search/title/?title_type=tv_series","334. Titans","2018–2023","TV-MA","7.5 (112K)","Dick and Rachel, a girl possessed by a strange darkness, get embroiled in a conspiracy that could bring Hell on Earth. Joining them along the way are the hot-headed Starfire and lovable Beast Boy. Together they become a team of heroes.","https://m.media-amazon.com/images/M/MV5BNjY4MTE3MWYtYzU3YS00Y2UxLTk2NDMtMjJlODk2MzBmOTdiXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-385","https://www.imdb.com/search/title/?title_type=tv_series","335. The Twilight Zone","1959–1964","TV-PG","9.1 (92K)","Ordinary people find themselves in extraordinarily astounding situations, which they each try to solve in a remarkable manner.","https://m.media-amazon.com/images/M/MV5BNTAzMDI5MzgtMGNkMC00MzllLWJhNjctNjA1NmViNGUxMzYxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,5,140,207_.jpg"
"1708596369-386","https://www.imdb.com/search/title/?title_type=tv_series","336. The Sinner","2017–2021","TV-MA","7.9 (138K)","Detective Ambrose employs some unusual tactics and a deep capacity for empathy to solve his cases. His boundless dedication is driven by his dark past, leading him into powerful and often dangerously intimate bonds with his suspects.","https://m.media-amazon.com/images/M/MV5BMjBkZDhkNzUtNDZhZS00ZDE1LWI1MjQtYjQ1OGM3Y2FiMmMwXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UY207_CR13,0,140,207_.jpg"
"1708596369-387","https://www.imdb.com/search/title/?title_type=tv_series","337. Saturday Night Live","1975–","TV-14","8.0 (52K)","A famous guest host stars in parodies and sketches created by the cast of this witty show.","https://m.media-amazon.com/images/M/MV5BY2YxODFmOGUtMjY1OC00YTk5LTlkNWEtMzU5MWYxNTgwNzkxXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_QL75_UX140_CR0,0,140,207_.jpg"
