web-scraper-order,web-scraper-start-url,title,air_date,rating,score,description,image-src,link,link-href,length,episodes,episodes-href,seasons
"1708777200-89","https://www.imdb.com/search/title/?title_type=tv_series","Nancy Drew","2019–2023","TV-14","6.7","Young Nancy Drew makes plans to leave her hometown for college after high school graduation, but finds herself drawn into a supernatural murder mystery.","https://m.media-amazon.com/images/M/MV5BN2Y1ZTdhYjAtZTU5ZS00MGNlLWI2MjAtNzMyNjVlOWEzN2ExXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg","1162. Nancy Drew","https://www.imdb.com/title/tt10313176/?ref_=sr_t_1162","44m","Episodes62","https://www.imdb.com/title/tt10313176/episodes?ref_=tt_eps_sm","4"
"1708777206-90","https://www.imdb.com/search/title/?title_type=tv_series","Velma","2023–","TV-MA","1.6","The origin of the sleuth and member of the Mystery Inc. gang, Velma.","https://m.media-amazon.com/images/M/MV5BNzM0MDEzNDctOWI5YS00OTc4LWIyZDAtMGVkZDAzNzBiYjFkXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","1161. Velma","https://www.imdb.com/title/tt14153790/?ref_=sr_t_1161","25m","Episodes11","https://www.imdb.com/title/tt14153790/episodes?ref_=tt_eps_sm","2"
"1708777213-91","https://www.imdb.com/search/title/?title_type=tv_series","Black Summer","2019–2021","TV-MA","6.6","In the dark, early days of a zombie apocalypse, complete strangers band together to find the strength they need to survive and get back to loved ones.","https://m.media-amazon.com/images/M/MV5BOWZhOWM2ODUtNmIxZS00YWZkLWE1MzItNjMxOWExY2QxOGQ4XkEyXkFqcGdeQXVyMTA1OTAyOTI@._V1_QL75_UY281_CR6,0,190,281_.jpg","1160. Black Summer","https://www.imdb.com/title/tt8923854/?ref_=sr_t_1160","40m","Episodes16","https://www.imdb.com/title/tt8923854/episodes?ref_=tt_eps_sm","2"
"1708777218-92","https://www.imdb.com/search/title/?title_type=tv_series","The Bureau","2015–2020","TV-MA","8.7","A very unique and captivating series about the ""bureau des légendes"", the mythical powerhouse within the French Secret Service and its dare devil ghost agents.","https://m.media-amazon.com/images/M/MV5BOGRmMDEwOWUtNGI0Ny00YWY3LTkxNmEtZTkwN2FjMjU1YzgwXkEyXkFqcGdeQXVyNTk0MTE2NzU@._V1_QL75_UY281_CR11,0,190,281_.jpg","1159. The Bureau","https://www.imdb.com/title/tt4063800/?ref_=sr_t_1159","52m","Episodes50","https://www.imdb.com/title/tt4063800/episodes?ref_=tt_eps_sm","5"
"1708777226-93","https://www.imdb.com/search/title/?title_type=tv_series","Shining Girls","2022","TV-MA","7.4","Years after a brutal attack left her in a constantly shifting reality, Kirby Mazrachi learns that a recent murder is linked to her assault. She teams with a veteran reporter to understand her ever-changing present and confront her past.","https://m.media-amazon.com/images/M/MV5BOTA2NGZkM2EtN2RjNC00N2ExLWEzNzUtOWRiNDk4M2Q5ZjM3XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","1158. Shining Girls","https://www.imdb.com/title/tt2953250/?ref_=sr_t_1158","54m","Episodes8","https://www.imdb.com/title/tt2953250/episodes?ref_=tt_eps_sm","1"
"1708777232-94","https://www.imdb.com/search/title/?title_type=tv_series","Cougar Town","2009–2015","TV-14","7.0","Follows the escapades and relationships of a group of neighbors living in Gulfhaven, Florida.","https://m.media-amazon.com/images/M/MV5BMTQyMDI2MDM5NF5BMl5BanBnXkFtZTgwOTcyNDE5MDE@._V1_QL75_UY281_CR11,0,190,281_.jpg","1157. Cougar Town","https://www.imdb.com/title/tt1441109/?ref_=sr_t_1157","22m","Episodes102","https://www.imdb.com/title/tt1441109/episodes?ref_=tt_eps_sm","6"
"1708777238-95","https://www.imdb.com/search/title/?title_type=tv_series","Keeping Up Appearances","1990–1995","TV-PG","7.9","A snobbish housewife is determined to climb the social ladder, in spite of her family's working class connections and the constant chagrin of her long suffering husband.","https://m.media-amazon.com/images/M/MV5BNjllOWNhYTktMTdmNy00Y2FjLTlmZGMtMmY5ZGZlYzYwZjJlXkEyXkFqcGdeQXVyNjc4NTExMTk@._V1_QL75_UY281_CR11,0,190,281_.jpg","1156. Keeping Up Appearances","https://www.imdb.com/title/tt0098837/?ref_=sr_t_1156","1h","Episodes44","https://www.imdb.com/title/tt0098837/episodes?ref_=tt_eps_sm","Unknown"
"1708777243-96","https://www.imdb.com/search/title/?title_type=tv_series","Skeleton Crew","2024","TV-14","","Four kids make a mysterious discovery on their home planet that leads them to get lost in a strange and dangerous galaxy.","https://m.media-amazon.com/images/M/MV5BYTUzNDFjMzAtNzA2My00Yjc5LThiOGItYmU3Njc3NWUxNjQ2XkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_QL75_UX190_CR0,2,190,281_.jpg","1155. Skeleton Crew","https://www.imdb.com/title/tt20600980/?ref_=sr_t_1155","","Episodes8","https://www.imdb.com/title/tt20600980/episodes?ref_=tt_eps_sm","1"
"1708777249-97","https://www.imdb.com/search/title/?title_type=tv_series","Chesapeake Shores","2016–2022","TV-PG","7.5","A young woman returns to her hometown to help save her sister's failing inn, where she contends with memories and faces from her past.","https://m.media-amazon.com/images/M/MV5BNTU1YjE0NDYtZDVjYy00ZTNiLWIwY2MtOWNiMjJmMjNiZGJlXkEyXkFqcGdeQXVyMTUwMjg2Nzg0._V1_QL75_UY281_CR11,0,190,281_.jpg","1154. Chesapeake Shores","https://www.imdb.com/title/tt5151816/?ref_=sr_t_1154","42m","Episodes55","https://www.imdb.com/title/tt5151816/episodes?ref_=tt_eps_sm","6"
"1708777256-98","https://www.imdb.com/search/title/?title_type=tv_series","The Pretender","1996–2000","TV-14","7.5","A specially gifted man, with the ability to instantly master any skill, escapes from a secret testing facility and travels the country taking on different jobs and helping strangers while hiding from his kidnappers.","https://m.media-amazon.com/images/M/MV5BNTdlNWNkZWEtMDg0MS00N2Y2LThhM2QtMDUxOGMxYzBkYzExXkEyXkFqcGdeQXVyMjczOTU2NTI@._V1_QL75_UY281_CR4,0,190,281_.jpg","1153. The Pretender","https://www.imdb.com/title/tt0115320/?ref_=sr_t_1153","1h","Episodes86","https://www.imdb.com/title/tt0115320/episodes?ref_=tt_eps_sm","4"
"1708777261-99","https://www.imdb.com/search/title/?title_type=tv_series","Disenchantment","2018–2023","TV-MA","7.2","Princess Tiabeanie, 'Bean', is annoyed at her imminent arranged marriage to Prince Merkimer. Then she meets Luci, a demon, and Elfo, an elf, and things get rather exciting, and dangerous.","https://m.media-amazon.com/images/M/MV5BMzlkYzk0YzItM2I0ZC00NmE5LTljMGYtNTY2ZTVhMzA5OWJjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","1152. Disenchantment","https://www.imdb.com/title/tt5363918/?ref_=sr_t_1152","30m","Episodes50","https://www.imdb.com/title/tt5363918/episodes?ref_=tt_eps_sm","5"
"1708777267-100","https://www.imdb.com/search/title/?title_type=tv_series","Schmigadoon!","2021–2023","TV-14","7.4","A couple on a backpacking trip discovers a magical town in which everyone acts like they're in a classic musical.","https://m.media-amazon.com/images/M/MV5BN2Q4MzMwYjUtNGM3NC00NGU3LTgxY2YtMjJiNDFiOGU4MmNjXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","1151. Schmigadoon!","https://www.imdb.com/title/tt11808942/?ref_=sr_t_1151","30m","Episodes12","https://www.imdb.com/title/tt11808942/episodes?ref_=tt_eps_sm","2"
"1708777273-101","https://www.imdb.com/search/title/?title_type=tv_series","Hell's Paradise: Jigokuraku","2023–","TV-MA","8.2","A squad of prisoners and their guards are sent to investigate a mysterious island. They get stranded there and must rely on each other to survive the island's mysterious and monstrous residents.","https://m.media-amazon.com/images/M/MV5BYmU0YjMyNDctNWZhYS00ZGNiLThlNWYtN2FiNTQ1NWM4YWFjXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UX190_CR0,5,190,281_.jpg","1150. Hell's Paradise: Jigokuraku","https://www.imdb.com/title/tt13911284/?ref_=sr_t_1150","24m","Episodes13","https://www.imdb.com/title/tt13911284/episodes?ref_=tt_eps_sm","1"
"1708777278-102","https://www.imdb.com/search/title/?title_type=tv_series","Raisinghani vs Raisinghani","2024–","","8.6","Anushka is a sharp but ethical lawyer who works with Virat, her ambitious colleague, in her father's law firm. Their lives change as Ankita joins as an intern, concealing a hidden agenda under the guise of a job opportunity.","https://m.media-amazon.com/images/M/MV5BYjI5NmM5MWMtMmQxZC00ZDhhLTliY2ItOTc2ZGJlMDk5NjFkXkEyXkFqcGdeQXVyODAzNzAwOTU@._V1_QL75_UX190_CR0,2,190,281_.jpg","1149. Raisinghani vs Raisinghani","https://www.imdb.com/title/tt31032285/?ref_=sr_t_1149","","Episodes6","https://www.imdb.com/title/tt31032285/episodes?ref_=tt_eps_sm","1"
"1708777285-103","https://www.imdb.com/search/title/?title_type=tv_series","Becker","1998–2004","TV-PG","7.3","Dr. John Becker goes through his daily routine of being a doctor, stopping at his favorite diner, and other various situations, all the while hating life and everything around him.","https://m.media-amazon.com/images/M/MV5BMTg3MjY3ODIyMF5BMl5BanBnXkFtZTcwNTcyNzM2MQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg","1148. Becker","https://www.imdb.com/title/tt0174378/?ref_=sr_t_1148","22m","Episodes129","https://www.imdb.com/title/tt0174378/episodes?ref_=tt_eps_sm","6"
"1708777290-104","https://www.imdb.com/search/title/?title_type=tv_series","Black Doves","","","","Helen, who embarks on a passionate affair with a man who has no idea what her secret identity is. Caught in the crosshairs when her lover falls victim to the dangerous London underworld, Helen's employer's call in Sam to protect her.","https://m.media-amazon.com/images/M/MV5BNjUzZGY0OGItYTQwZi00ZGMzLThkYzQtMDMxMWQ0NTQwMDFmXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UY281_CR186,0,190,281_.jpg","1147. Black Doves","https://www.imdb.com/title/tt27995113/?ref_=sr_t_1147","","Episodes6","https://www.imdb.com/title/tt27995113/episodes?ref_=tt_eps_sm","1"
"1708777297-105","https://www.imdb.com/search/title/?title_type=tv_series","The Gifted","2017–2019","TV-14","7.2","In a world where mutated humans are treated with distrust and fear, an institute for mutants battles to achieve peaceful co-existence with humanity.","https://m.media-amazon.com/images/M/MV5BMjIxODM5MDUyMV5BMl5BanBnXkFtZTgwMjY4MjI1NjM@._V1_QL75_UX190_CR0,0,190,281_.jpg","1146. The Gifted","https://www.imdb.com/title/tt4396630/?ref_=sr_t_1146","43m","Episodes29","https://www.imdb.com/title/tt4396630/episodes?ref_=tt_eps_sm","2"
"1708777303-106","https://www.imdb.com/search/title/?title_type=tv_series","The Castaways","2023–","","5.8","Lori and Erin are on the holiday of a lifetime. But after a huge fight, Erin never boards their final flight and the plane never arrives at its destination. Months later, no wreckage has been found, no survivors discovered. Until now.","https://m.media-amazon.com/images/M/MV5BOTczOTBiNmItNDI5YS00ZTY4LWIxNTgtOWE0N2NhOGEwMDVmXkEyXkFqcGdeQXVyNDk0NjEzNjM@._V1_QL75_UX190_CR0,2,190,281_.jpg","1145. The Castaways","https://www.imdb.com/title/tt27618837/?ref_=sr_t_1145","","Episodes5","https://www.imdb.com/title/tt27618837/episodes?ref_=tt_eps_sm","1"
"1708777312-107","https://www.imdb.com/search/title/?title_type=tv_series","Joey","2004–2006","TV-14","6.0","In this spin-off of Friends (1994), Joey Tribbiani moves to Los Angeles to pursue his acting career.","https://m.media-amazon.com/images/M/MV5BMTAxNTYzMTQyNDBeQTJeQWpwZ15BbWU3MDk3MTA3MjE@._V1_QL75_UY281_CR16,0,190,281_.jpg","1144. Joey","https://www.imdb.com/title/tt0375355/?ref_=sr_t_1144","22m","Episodes46","https://www.imdb.com/title/tt0375355/episodes?ref_=tt_eps_sm","2"
"1708777383-108","https://www.imdb.com/search/title/?title_type=tv_series","Are You Being Served? Again!","1992–1993","TV-PG","7.7","The staff of the defunct Grace Brothers department store reunite to run a rural hotel.","https://m.media-amazon.com/images/M/MV5BMjAzOTIzNDkxNF5BMl5BanBnXkFtZTcwNjA2MjYyMQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg","1142. Are You Being Served? Again!","https://www.imdb.com/title/tt0103429/?ref_=sr_t_1142","26m","Episodes12","https://www.imdb.com/title/tt0103429/episodes?ref_=tt_eps_sm","2"
"1708777388-109","https://www.imdb.com/search/title/?title_type=tv_series","Blossom","1990–1995","TV-PG","6.1","A teenage girl living in a house run by men dreams what life would be like if she lived in a more conventional family.","https://m.media-amazon.com/images/M/MV5BNjZlNmQ3OTYtMWY3OS00ODllLTk2MmYtZjFhOTRmMGQzNDY4XkEyXkFqcGdeQXVyMjczOTU2NTI@._V1_QL75_UX190_CR0,2,190,281_.jpg","1141. Blossom","https://www.imdb.com/title/tt0101050/?ref_=sr_t_1141","30m","Episodes114","https://www.imdb.com/title/tt0101050/episodes?ref_=tt_eps_sm","5"
"1708777394-110","https://www.imdb.com/search/title/?title_type=tv_series","Parish","2024–","","","Follows a taxi driver whose life is turned upside down when he agrees to pick-up a Zimbabwean gangster mostly known for exploiting undocumented immigrants at the U.S. southern ports.","https://m.media-amazon.com/images/M/MV5BY2JlMTAzN2QtOTBiMy00YjM5LWFkNzgtYTNkYzdkZTkyYjUxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UY281_CR2,0,190,281_.jpg","1140. Parish","https://www.imdb.com/title/tt18552362/?ref_=sr_t_1140","","Episodes6","https://www.imdb.com/title/tt18552362/episodes?ref_=tt_eps_sm","1"
"1708777399-111","https://www.imdb.com/search/title/?title_type=tv_series","Alert: Missing Persons Unit","2023–","TV-14","5.8","Follows Nikki Batista after she joins the Philadelphia Police Department's Missing Person's Unit to help other people find their loved ones at the same time that she is looking for her missing son.","https://m.media-amazon.com/images/M/MV5BOTUwODhlMDAtOTc3NC00ZjZhLTk2ZjctNzdlMDUxMzJjZTk1XkEyXkFqcGdeQXVyMTEwMTQ4MzU5._V1_QL75_UX190_CR0,0,190,281_.jpg","1139. Alert: Missing Persons Unit","https://www.imdb.com/title/tt18699118/?ref_=sr_t_1139","45m","Episodes20","https://www.imdb.com/title/tt18699118/episodes?ref_=tt_eps_sm","2"
"1708777406-112","https://www.imdb.com/search/title/?title_type=tv_series","The Inspector Lynley Mysteries","2001–2007","TV-14","7.4","British crime investigation series based around aristocratic, Oxford-educated Detective Inspector Thomas Lynley and his working-class assistant Sergeant Barbara Havers.","https://m.media-amazon.com/images/M/MV5BN2ExMzdlMTEtNWEwYy00MzY3LWJhZTEtNDc1OTkwMzQ2ZmJkXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_QL75_UY281_CR5,0,190,281_.jpg","1138. The Inspector Lynley Mysteries","https://www.imdb.com/title/tt0988820/?ref_=sr_t_1138","1h 30m","Episodes23","https://www.imdb.com/title/tt0988820/episodes?ref_=tt_eps_sm","6"
"1708777411-113","https://www.imdb.com/search/title/?title_type=tv_series","Fake Profile","2023–","TV-MA","5.7","Camila creates a sexy profile on the online dating app Spice looking for the man of her dreams. But her dreams quickly turn into nightmares, and Camila ends up falling into a web of sex, lies, and deception.","https://m.media-amazon.com/images/M/MV5BYjI5MWE1MTktMzM0Yy00NTE1LTk4NGYtZjVlZjVhNDFkNTk5XkEyXkFqcGdeQXVyMTUyMzg5NzM2._V1_QL75_UY281_CR6,0,190,281_.jpg","1137. Fake Profile","https://www.imdb.com/title/tt14494938/?ref_=sr_t_1137","35m","Episodes10","https://www.imdb.com/title/tt14494938/episodes?ref_=tt_eps_sm","1"
"1708777417-114","https://www.imdb.com/search/title/?title_type=tv_series","Catastrophe","2015–2019","TV-MA","8.2","American man Rob gets Irish woman Sharon pregnant when they hook up for a week while he is on a business trip in London.","https://m.media-amazon.com/images/M/MV5BNzMwNTI2MzIzM15BMl5BanBnXkFtZTgwODUxMjE0NzM@._V1_QL75_UX190_CR0,2,190,281_.jpg","1136. Catastrophe","https://www.imdb.com/title/tt4374208/?ref_=sr_t_1136","10h 1m","Episodes24","https://www.imdb.com/title/tt4374208/episodes?ref_=tt_eps_sm","4"
"1708777424-115","https://www.imdb.com/search/title/?title_type=tv_series","McLeod's Daughters","2001–2009","TV-14","7.3","Estranged sisters Claire and Tess are reunited after 20 years when they inherit their family's cattle station, ""Drover's Run"", in the outback of South Australia, following their father's death.","https://m.media-amazon.com/images/M/MV5BMjg4ZmIyNmEtNTQ1Mi00OTZmLTk4NzUtZWFhYWRmNWMzODUxXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UX190_CR0,2,190,281_.jpg","1135. McLeod's Daughters","https://www.imdb.com/title/tt0292414/?ref_=sr_t_1135","45m","Episodes224","https://www.imdb.com/title/tt0292414/episodes?ref_=tt_eps_sm","8"
"1708777430-116","https://www.imdb.com/search/title/?title_type=tv_series","Better Things","2016–2022","TV-MA","7.9","An actress raises her three daughters while juggling the pressures of working in Hollywood and being a single parent.","https://m.media-amazon.com/images/M/MV5BMTYwNTMwNDU5M15BMl5BanBnXkFtZTgwMjA3NzU0NzM@._V1_QL75_UX190_CR0,2,190,281_.jpg","1134. Better Things","https://www.imdb.com/title/tt4370596/?ref_=sr_t_1134","22m","Episodes52","https://www.imdb.com/title/tt4370596/episodes?ref_=tt_eps_sm","5"
"1708777436-117","https://www.imdb.com/search/title/?title_type=tv_series","Happy Endings","2011–2020","TV-14","7.8","This Chicago-set sitcom follows the intertwined lives of six young urbanites trying to learn the ropes of adulthood. Through breakups and whatever other curve-balls life throws them, the pals stick together.","https://m.media-amazon.com/images/M/MV5BMjE0NTQyOTM5OF5BMl5BanBnXkFtZTcwOTYyMTU2OA@@._V1_QL75_UY281_CR11,0,190,281_.jpg","1133. Happy Endings","https://www.imdb.com/title/tt1587678/?ref_=sr_t_1133","22m","Episodes58","https://www.imdb.com/title/tt1587678/episodes?ref_=tt_eps_sm","Unknown"
"1708777442-118","https://www.imdb.com/search/title/?title_type=tv_series","The Winchesters","2022–2023","TV-14","6.3","An epic untold love story of John and Mary of how they not only saved their love but also the entire world.","https://m.media-amazon.com/images/M/MV5BMjc0NjJhOWItOWEzYi00MjM0LWIzNjMtZTM5MTE5YWY2OTJkXkEyXkFqcGdeQXVyMTMxODQ2MjI4._V1_QL75_UX190_CR0,2,190,281_.jpg","1132. The Winchesters","https://www.imdb.com/title/tt14923244/?ref_=sr_t_1132","42m","Episodes13","https://www.imdb.com/title/tt14923244/episodes?ref_=tt_eps_sm","1"
"1708777448-119","https://www.imdb.com/search/title/?title_type=tv_series","90 Day Fiancé","2014–","TV-14","6.4","Using a unique 90 Day Fiance visa, overseas fiances will travel to the US to live with their partners for the first time. Each couple will have just 90 days to decide to get married or send their international mate home.","https://m.media-amazon.com/images/M/MV5BN2I5OGI1NmYtMTM4OC00NzcyLTkxMTEtMWI3ODdhMGUxNmUzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg","1131. 90 Day Fiancé","https://www.imdb.com/title/tt3469050/?ref_=sr_t_1131","1h 25m","Episodes143","https://www.imdb.com/title/tt3469050/episodes?ref_=tt_eps_sm","10"
"1708777455-120","https://www.imdb.com/search/title/?title_type=tv_series","Extraordinary Attorney Woo","2022","TV-14","8.6","Due to her 164 I.Q., impressive memory and creative thought process, autistic 27-year-old lawyer Woo Young Woo graduated at the top of her class from a prestigious law school.","https://m.media-amazon.com/images/M/MV5BMTAzNzlhYjItN2MxZS00ZTg4LWFmZGQtN2I1ZWE5YjgzODY3XkEyXkFqcGdeQXVyNjk1NzU1Mjk@._V1_QL75_UY281_CR4,0,190,281_.jpg","1130. Extraordinary Attorney Woo","https://www.imdb.com/title/tt20869502/?ref_=sr_t_1130","1h 15m","Episodes16","https://www.imdb.com/title/tt20869502/episodes?ref_=tt_eps_sm","1"
"1708777462-121","https://www.imdb.com/search/title/?title_type=tv_series","Sistas","2019–","TV-14","5.6","A group of single black females from different walks of life who bond over their one common thread: why am I single?","https://m.media-amazon.com/images/M/MV5BZDhlNTZmYmMtYTM5Zi00ZmIwLWE3ZmItYTc5OGE3N2Q1NTQ4XkEyXkFqcGdeQXVyMTMxNjUyMDkx._V1_QL75_UX190_CR0,2,190,281_.jpg","1129. Sistas","https://www.imdb.com/title/tt10752770/?ref_=sr_t_1129","1h","Episodes157","https://www.imdb.com/title/tt10752770/episodes?ref_=tt_eps_sm","7"
"1708777468-122","https://www.imdb.com/search/title/?title_type=tv_series","Makta","2023–2024","","8.0","Desperate power struggle in the Labor Party in the late 1970s. Norwegian drama series based on truth, lies and bad memory.","https://m.media-amazon.com/images/M/MV5BNmFhZjIwN2QtYzQyOS00ZWI3LWE2ZGMtM2EwZjQzMzJmNzg2XkEyXkFqcGdeQXVyMDMxMTgwOQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg","1128. Makta","https://www.imdb.com/title/tt27348595/?ref_=sr_t_1128","","Episodes12","https://www.imdb.com/title/tt27348595/episodes?ref_=tt_eps_sm","1"
"1708777473-123","https://www.imdb.com/search/title/?title_type=tv_series","Teen Titans","2003–2006","TV-Y7-FV","7.9","A team of five teenaged superheroes save the world from many villains around their city while experiencing things normal teens face today.","https://m.media-amazon.com/images/M/MV5BNjQ1NjBhZmQtZTlkOC00YTM2LWE3NjgtNmZjOWJhMjRkMTY1XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_QL75_UX190_CR0,2,190,281_.jpg","1127. Teen Titans","https://www.imdb.com/title/tt0343314/?ref_=sr_t_1127","23m","Episodes66","https://www.imdb.com/title/tt0343314/episodes?ref_=tt_eps_sm","Unknown"
"1708777479-124","https://www.imdb.com/search/title/?title_type=tv_series","The Borgias","2011–2013","TV-MA","7.9","In the fifteenth century, Pope Alexander VI tries to control all power in Italy with the help of his several sons, through murder, intrigue, war, and marriage alliances.","https://m.media-amazon.com/images/M/MV5BZjIzMjk5ODgtMzE1OS00OTkxLWJjZTMtZmU3MjE2Y2NlMDc4XkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_QL75_UY281_CR9,0,190,281_.jpg","1126. The Borgias","https://www.imdb.com/title/tt1582457/?ref_=sr_t_1126","50m","Episodes29","https://www.imdb.com/title/tt1582457/episodes?ref_=tt_eps_sm","3"
"1708777485-125","https://www.imdb.com/search/title/?title_type=tv_series","Shantaram","2022","TV-MA","7.4","Lindsay arrives in Mumbai after escaping from an Australian prison. He meets Prabhakar who takes him to his native village where he relaunches his criminal career as Shantaram in the city's notorious underworld.","https://m.media-amazon.com/images/M/MV5BMjU0ZmU1NTItNmRjNS00MjRkLWE0MDctYWMyNDY0YTA3ZDc4XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","1125. Shantaram","https://www.imdb.com/title/tt0429087/?ref_=sr_t_1125","52m","Episodes12","https://www.imdb.com/title/tt0429087/episodes?ref_=tt_eps_sm","1"
"1708777492-126","https://www.imdb.com/search/title/?title_type=tv_series","Dickinson","2019–2021","TV-14","7.7","Set in the 19th century, it explores the constraints of society, gender and family from the perspective of rebellious young poet, Emily Dickinson.","https://m.media-amazon.com/images/M/MV5BMTczZjc1NzctNmNlNy00ZWJkLThjOTUtNDkyMWMyNGYzYTgwXkEyXkFqcGdeQXVyNjU2ODM5MjU@._V1_QL75_UX190_CR0,2,190,281_.jpg","1124. Dickinson","https://www.imdb.com/title/tt8518136/?ref_=sr_t_1124","30m","Episodes30","https://www.imdb.com/title/tt8518136/episodes?ref_=tt_eps_sm","3"
"1708777499-127","https://www.imdb.com/search/title/?title_type=tv_series","Law & Order Toronto: Criminal Intent","2024–","","6.9","Follows a squad of elite investigators who investigate corruption and high-level criminality in the Greater Toronto Area.","https://m.media-amazon.com/images/M/MV5BMmQ4ZjFjMjUtNmUwZi00MmJiLWEzOTUtNjcxNmFmYWM1NTQwXkEyXkFqcGdeQXVyNjc1NjcwNTg@._V1_QL75_UX190_CR0,2,190,281_.jpg","1123. Law & Order Toronto: Criminal Intent","https://www.imdb.com/title/tt27954448/?ref_=sr_t_1123","","Episodes10","https://www.imdb.com/title/tt27954448/episodes?ref_=tt_eps_sm","1"
"1708777505-128","https://www.imdb.com/search/title/?title_type=tv_series","Shardlake","","","","During the dissolution of the monasteries in the Tudor era, Matthew Shardlake is sent by Thomas Cromwell to investigate the death of a commissioner in a remote town of Scarnsea.","","1122. Shardlake","https://www.imdb.com/title/tt27390563/?ref_=sr_t_1122","","Episodes4","https://www.imdb.com/title/tt27390563/episodes?ref_=tt_eps_sm","1"
"1708777511-129","https://www.imdb.com/search/title/?title_type=tv_series","Industry","2020–","TV-MA","7.2","Young bankers and traders make their way in the financial world in the aftermath of the 2008 collapse.","https://m.media-amazon.com/images/M/MV5BMTgzZDllYjMtM2YxZi00MjljLWJhNWUtOTM5N2VmMzVhYjA0XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_QL75_UX190_CR0,0,190,281_.jpg","1121. Industry","https://www.imdb.com/title/tt7671070/?ref_=sr_t_1121","50m","Episodes17","https://www.imdb.com/title/tt7671070/episodes?ref_=tt_eps_sm","3"
"1708777516-130","https://www.imdb.com/search/title/?title_type=tv_series","Battlestar Galactica","1978–1979","TV-PG","7.2","After the destruction of the Twelve Colonies of Mankind, the last major fighter carrier leads a makeshift fugitive fleet on a desperate search for the legendary planet Earth.","https://m.media-amazon.com/images/M/MV5BMTY4NzQ5MDAwM15BMl5BanBnXkFtZTgwODU0OTkwMDE@._V1_QL75_UX190_CR0,0,190,281_.jpg","1120. Battlestar Galactica","https://www.imdb.com/title/tt0076984/?ref_=sr_t_1120","1h","Episodes21","https://www.imdb.com/title/tt0076984/episodes?ref_=tt_eps_sm","1"
"1708777522-131","https://www.imdb.com/search/title/?title_type=tv_series","Doogie Kamealoha, M.D.","2021–2023","TV-PG","7.0","Lahela ""Doogie"" Kamealoha is a teenaged wunderkind juggling her teenager life with an early medical career.","https://m.media-amazon.com/images/M/MV5BNzdlZTAyNmQtMzQ3Yy00YzA5LWI4MmItN2U4OTY4ZGQ5MDM2XkEyXkFqcGdeQXVyMTU5OTc2NTk@._V1_QL75_UY281_CR18,0,190,281_.jpg","1119. Doogie Kamealoha, M.D.","https://www.imdb.com/title/tt12225230/?ref_=sr_t_1119","30m","Episodes20","https://www.imdb.com/title/tt12225230/episodes?ref_=tt_eps_sm","2"
"1708777528-132","https://www.imdb.com/search/title/?title_type=tv_series","NewsRadio","1995–1999","TV-14","8.0","The workplace sitcom ""NewsRadio"" explores the office politics and interpersonal relationships among the staff of WNYX NewsRadio, New York's #2 news radio station.","https://m.media-amazon.com/images/M/MV5BMTM1Mjk2OTAzMl5BMl5BanBnXkFtZTcwNDQ4ODEzMQ@@._V1_QL75_UY281_CR8,0,190,281_.jpg","1118. NewsRadio","https://www.imdb.com/title/tt0112095/?ref_=sr_t_1118","23m","Episodes97","https://www.imdb.com/title/tt0112095/episodes?ref_=tt_eps_sm","5"
"1708777534-133","https://www.imdb.com/search/title/?title_type=tv_series","Almost Paradise","2020–","TV-PG","7.5","A former D.E.A. agent forced into early retirement runs a gift shop in the Philippines.","https://m.media-amazon.com/images/M/MV5BZTVhMmEzNTUtMDA5OS00M2U2LWI4YTgtM2JhODFjZWQ1NzA1XkEyXkFqcGdeQXVyMTMzOTQyOTk1._V1_QL75_UX190_CR0,2,190,281_.jpg","1117. Almost Paradise","https://www.imdb.com/title/tt11266702/?ref_=sr_t_1117","45m","Episodes20","https://www.imdb.com/title/tt11266702/episodes?ref_=tt_eps_sm","2"
